3083	5
1484	5
336	2
336	8
3013	1
3013	8
1168	5
1332	1
3845	11
2626	8
2934	5
3343	8
1793	8
1793	17
1160	8
2996	5
285	5
75	8
1665	5
1572	5
2176	6
2176	8
1133	16
2281	15
2146	8
3390	2
2142	8
2231	8
3228	8
1661	5
1609	5
1609	14
355	8
1906	8
1906	14
1906	17
3767	5
1066	5
1070	5
1498	3
1498	4
1498	5
1498	12
3443	16
3587	12
2164	8
2083	7
1076	17
1414	6
1414	8
1414	13
3722	5
3722	12
1724	8
272	13
272	16
1611	18
3674	5
3674	8
3674	14
1759	11
1346	11
3233	6
3233	10
3233	16
2823	8
2339	14
2339	17
237	8
354	11
354	14
1452	16
1202	8
2586	5
2586	14
688	5
688	14
2340	8
3174	5
3174	17
781	11
781	15
1591	1
1591	2
1591	11
433	14
2695	1
2695	2
590	5
590	12
2342	5
3805	5
3805	12
3805	14
1042	5
2707	16
2711	8
2390	5
1962	13
2932	16
2453	11
2179	5
2692	14
3849	2
2846	5
2846	12
2846	14
1613	12
1352	8
1342	5
2724	13
935	5
2796	16
1003	16
3396	8
39	8
39	12
365	5
365	12
365	14
1442	8
2508	8
2508	17
1553	8
3231	8
492	5
492	12
492	14
2076	3
2076	4
2076	12
1257	5
1257	12
546	8
320	6
320	16
1136	1
1136	2
405	8
405	14
694	5
3143	8
1002	5
1002	13
1002	14
1002	16
1791	5
3329	8
3329	14
3329	17
1188	2
1188	3
1188	4
1857	8
1348	4
1348	8
273	8
2178	8
103	5
103	14
41	8
1754	11
3517	6
3517	8
1721	2
1721	4
1721	8
1721	12
3656	5
1948	11
1948	15
2411	5
1482	8
2350	18
535	3
535	4
535	12
1841	16
1771	8
3199	5
2862	18
2851	5
3741	2
1695	11
1626	8
1825	5
1825	14
581	3
581	4
1650	14
1650	16
885	8
885	14
885	18
3225	5
3225	14
886	8
1409	3
1409	4
1409	12
3581	8
1254	5
1254	14
3593	10
3593	13
1897	8
1438	5
549	8
549	14
3499	5
3499	12
2960	5
486	13
486	16
2541	11
1617	3
1617	4
2732	8
3093	8
3093	14
3093	17
1839	1
1839	8
1839	17
254	11
335	5
335	12
2361	18
2747	8
2747	17
900	11
1587	5
3012	16
102	5
102	8
102	17
1480	2
1480	17
3342	11
3359	8
3359	17
3532	5
3532	13
2419	18
3812	8
3812	16
2956	3
2956	4
2956	5
1398	10
1398	16
3096	11
1872	5
1872	13
1872	16
1242	10
1242	11
2835	6
2835	10
920	1
920	8
920	17
1880	13
1880	16
2415	8
2415	17
681	5
379	11
2209	6
2209	10
2209	13
1522	8
1522	16
1522	17
2534	12
987	11
974	11
3604	10
3604	16
3319	5
3319	12
378	8
378	17
2952	11
1833	8
1833	14
1840	8
1840	14
577	11
763	8
1446	8
3072	13
3072	14
3072	16
467	17
396	3
396	4
396	12
1109	8
2326	6
2326	8
881	10
881	13
1954	8
2769	18
249	10
498	8
555	3
555	4
555	12
937	10
937	14
937	16
3726	2
3726	3
3726	4
3726	12
930	16
1473	8
1856	18
1823	6
1823	10
760	3
760	4
760	12
127	8
2771	8
2771	14
1134	2
1134	14
2535	6
3322	8
3759	5
689	10
1219	8
3243	5
455	10
2472	10
2893	5
2893	11
744	10
908	8
1113	6
1113	10
1113	16
1777	6
1777	8
1777	10
1777	16
1020	8
3859	8
2253	3
2253	4
2253	12
1831	5
1831	8
3201	10
734	16
133	2
2466	8
3094	6
3094	8
1280	12
944	2
944	4
944	8
2966	14
328	12
3663	4
3663	8
610	13
610	16
1698	8
220	8
3560	8
3046	6
3046	10
3163	5
793	3
793	4
793	12
2914	8
874	15
1481	5
2967	15
161	5
2912	4
2912	8
1545	15
1585	13
1585	16
155	10
2886	13
736	1
736	2
736	14
736	17
3777	3
3777	4
3777	12
1114	12
1114	14
2091	8
2359	1
2359	2
2359	17
2384	8
2384	15
83	12
3082	8
1326	8
1326	14
2917	10
2917	16
2617	8
2185	15
2519	6
2519	8
3183	1
3183	8
3507	2
3507	5
3507	15
1329	8
3579	18
1729	8
3246	2
3740	5
3740	14
3548	12
3548	14
520	2
3226	8
1743	5
1743	12
3285	8
3285	14
3285	17
240	8
131	10
2543	16
2847	15
1246	8
1246	16
3086	3
3086	4
3086	9
3086	12
502	15
3649	5
3649	14
757	8
757	18
1248	8
1248	17
3636	5
3636	8
1204	1
1204	8
2110	1
2110	15
2110	17
2500	2
2500	4
2500	9
2500	15
727	11
403	15
3376	13
3376	16
3109	1
3109	15
3664	6
3664	8
977	8
1057	6
1057	8
926	13
926	16
2869	5
2869	14
1922	1
1922	8
3151	15
3151	16
3151	17
271	2
1654	12
1196	10
3045	11
3045	15
1213	18
1693	8
2907	8
3189	12
1874	15
799	10
207	3
207	4
207	5
207	12
207	14
1651	14
1035	18
1178	8
167	8
167	14
2772	5
2772	8
2772	17
2660	8
1012	8
134	8
1362	11
1362	15
3388	5
3388	14
3388	16
1083	13
1083	16
3140	2
3140	5
3580	8
3580	16
477	15
2195	8
198	15
342	8
154	2
154	17
1873	11
1873	15
172	15
2791	6
2791	10
1945	12
479	16
1308	15
2799	8
1536	18
64	15
2876	8
1602	11
1602	15
582	14
1121	8
1121	17
831	11
2564	11
26	8
432	5
432	12
3158	7
311	5
311	8
500	15
3522	5
3522	14
2343	5
1787	8
2417	4
2417	8
1253	5
682	5
682	12
682	14
3787	8
3787	17
3755	15
3755	16
1544	8
3292	8
3292	10
3292	16
2848	1
2848	2
2848	9
2410	5
2410	8
2308	5
2308	14
3314	14
3314	18
519	11
519	15
1017	8
3760	11
3760	15
3577	12
1288	11
2072	8
2072	12
2880	8
393	8
774	1
774	8
2513	2
2513	8
2240	11
2240	15
1796	5
1796	8
2081	17
2263	12
2263	14
2263	17
3571	18
2033	6
2033	10
2033	16
1377	13
1377	16
791	8
791	13
1817	8
955	11
856	5
2686	1
2686	2
2686	8
3004	11
3004	15
2725	2
2725	4
2725	9
3394	11
3394	15
3783	11
3783	15
359	11
359	15
1565	11
2793	8
2793	16
